city_id,health_care_index,crime_index,restaurant_price_index,climate_index,pollution_index,quality_of_life_index,cpi_index,property_price_to_income_ratio,purchasing_power_incl_rent_index,traffic_index,median,mean,std_dev,sum_w
7936,81.34899999999999,43.924,79.092,63.263999999999996,37.258,78.45,35.496,2.521,50.492,97.88,66932.0,77910.0,59384.0,465.0944569
7940,77.431,25.163,61.911,87.041,16.660999999999998,217.43099999999998,69.433,1.9580000000000002,141.964,160.61700000000002,44615.0,63423.0,56852.0,14637.526130000002
7944,64.722,72.781,73.758,72.515,68.678,78.45,35.496,2.287,50.492,89.654,19675.0,32304.0,33323.0,893.1482950999999
7945,82.71600000000001,32.699,62.683,75.83,20.69,78.45,35.496,3.134,50.492,144.942,300000.0,114854.0,81342.0,158.9605571
7951,43.519,31.413,63.321999999999996,62.766999999999996,43.391000000000005,78.45,35.496,2.984,50.492,96.059,39302.0,59075.0,54506.0,946.9654284
7971,75.0,25.033,73.628,73.83800000000001,17.991,179.334,92.82,5.151,81.66,148.873,121794.0,137131.0,85977.0,811.0743282999999
7973,75.132,51.2,65.9,73.374,25.516,176.19,72.242,2.379,92.544,123.917,39396.0,51318.0,50941.0,443.85617740000004
7982,50.0,71.709,56.985,86.181,60.25899999999999,78.45,35.496,2.679,50.492,135.366,86924.0,101029.0,64995.0,812.6430071000001
7994,58.79600000000001,35.032,57.736000000000004,45.878,10.345,197.908,59.898999999999994,1.715,118.45,70.192,59580.0,78701.0,65442.0,469.9480035
7998,73.53399999999999,28.441,67.574,83.43799999999999,16.01,207.233,71.513,3.11,111.795,98.999,54810.0,57181.0,47439.0,1323.0988960000002
8010,100.0,54.657,54.422,76.938,13.793,78.45,35.496,16.262999999999998,50.492,71.616,35850.0,41980.0,25425.0,339.1283163
8011,59.722,46.875,58.323,84.40100000000001,56.178000000000004,78.45,35.496,8.84,50.492,117.262,20754.0,32948.0,34838.0,988.1898632000001
8014,68.889,49.346000000000004,53.699,77.322,20.287,193.333,59.586000000000006,2.269,120.27799999999999,114.15100000000001,22746.0,32574.0,29219.0,326.3257798
8019,69.444,61.765,63.63,84.855,33.247,172.19,75.175,4.042,103.085,109.595,73616.0,84979.0,59231.0,1360.616595
8022,68.98100000000001,58.681000000000004,63.226000000000006,85.68799999999999,21.061999999999998,78.45,35.496,3.048,50.492,111.46,39098.0,53587.0,47577.0,684.031484
8025,67.918,51.254,75.172,84.25299999999999,30.999000000000002,170.09900000000002,80.613,4.578,96.552,141.14600000000002,22946.0,26881.0,21957.0,276.61864860000003
8029,63.946999999999996,47.776,73.26,83.01799999999999,35.714,170.233,71.468,3.06,110.81299999999999,186.102,54579.0,62867.0,44883.0,231.6572739
8064,67.176,53.907,76.551,88.039,40.953,78.45,35.496,7.124,50.492,141.179,51882.0,64623.0,54883.0,371.3815678
